CIPCODE,CIPDESC,CREDLEV,CREDDESC,Duplicate
107,International Agriculture.,8,Graduate/Professional Certificate,1078
108,Agricultural Public Services.,1,Undergraduate Certificate or Diploma,1081
302,Natural Resources Management and Policy.,4,Post-baccalaureate Certificate,3024
501,Area Studies.,4,Post-baccalaureate Certificate,5014
502,"Ethnic, Cultural Minority, Gender, and Group Studies.",4,Post-baccalaureate Certificate,5024
1424,Ocean Engineering.,8,Graduate/Professional Certificate,14248
1443,Biochemical Engineering.,5,Master's Degree,14435
1906,Housing and Human Environments.,5,Master's Degree,19065
1906,Housing and Human Environments.,6,Doctoral Degree,19066
1909,Apparel and Textiles.,6,Doctoral Degree,19096
3011,Gerontology.,4,Post-baccalaureate Certificate,30114
3030,Computational Science.,1,Undergraduate Certificate or Diploma,30301
4512,Urban Studies/Affairs.,1,Undergraduate Certificate or Diploma,45121
5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",4,Post-baccalaureate Certificate,51204
6003,Veterinary Residency Programs.,5,Master's Degree,60035
1904,Family and Consumer Economics and Related Studies.,2,Associate's Degree,19042
5111,Health/Medical Preparatory Programs.,6,Doctoral Degree,51116
408,Architectural History and Criticism.,5,Master's Degree,4085
5204,Business Operations Support and Assistant Services.,3,Bachelors Degree,52043
1610,"American Indian/Native American Languages, Literatures, and Linguistics.",5,Master's Degree,16105
1610,"American Indian/Native American Languages, Literatures, and Linguistics.",6,Doctoral Degree,16106
2603,Botany/Plant Biology.,1,Undergraduate Certificate or Diploma,26031
1614,"Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics.",3,Bachelors Degree,16143
2903,Military Applied Sciences.,2,Associate's Degree,29032
5205,Business/Corporate Communications.,5,Master's Degree,52055
3026,Cultural Studies/Critical Theory and Analysis.,1,Undergraduate Certificate or Diploma,30261
4102,Nuclear and Industrial Radiologic Technologies/Technicians.,1,Undergraduate Certificate or Diploma,41021
1315,Teaching Assistants/Aides.,5,Master's Degree,13155
1511,Engineering-Related Technologies.,8,Graduate/Professional Certificate,15118
1514,Nuclear Engineering Technologies/Technicians.,3,Bachelors Degree,15143
4603,Electrical and Power Transmission Installers.,3,Bachelors Degree,46033
4701,Electrical/Electronics Maintenance and Repair Technology.,3,Bachelors Degree,47013
4805,Precision Metal Working.,3,Bachelors Degree,48053
1503,Electrical Engineering Technologies/Technicians.,8,Graduate/Professional Certificate,15038
3106,Outdoor Education.,8,Graduate/Professional Certificate,31068
5125,Veterinary Biomedical and Clinical Sciences.,3,Bachelors Degree,51253
910,Publishing.,3,Bachelors Degree,9103
4702,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",3,Bachelors Degree,47023
1407,Chemical Engineering.,2,Associate's Degree,14072
1408,Civil Engineering.,2,Associate's Degree,14082
5127,Medical Illustration and Informatics.,1,Undergraduate Certificate or Diploma,51271
112,Soil Sciences.,2,Associate's Degree,1122
399,"Natural Resources and Conservation, Other.",2,Associate's Degree,3992
1302,"Bilingual, Multilingual, and Multicultural Education.",2,Associate's Degree,13022
1403,Agricultural Engineering.,2,Associate's Degree,14032
5136,Movement and Mind-Body Therapies and Education.,8,Graduate/Professional Certificate,51368
5004,Design and Applied Arts.,4,Post-baccalaureate Certificate,50044
5101,Chiropractic.,3,Bachelors Degree,51013
1315,Teaching Assistants/Aides.,3,Bachelors Degree,13153
5221,Telecommunications Management.,8,Graduate/Professional Certificate,52218
1607,"South Asian Languages, Literatures, and Linguistics.",3,Bachelors Degree,16073
1607,"South Asian Languages, Literatures, and Linguistics.",5,Master's Degree,16075
1607,"South Asian Languages, Literatures, and Linguistics.",6,Doctoral Degree,16076
1314,Teaching English or French as a Second or Foreign Language.,2,Associate's Degree,13142
4001,Physical Sciences.,1,Undergraduate Certificate or Diploma,40011
5218,"General Sales, Merchandising and Related Marketing Operations.",5,Master's Degree,52185
1512,Computer Engineering Technologies/Technicians.,8,Graduate/Professional Certificate,15128
1309,Social and Philosophical Foundations of Education.,2,Associate's Degree,13092
5127,Medical Illustration and Informatics.,6,Doctoral Degree,51276
4402,Community Organization and Advocacy.,6,Doctoral Degree,44026
5124,Veterinary Medicine.,6,Doctoral Degree,51246
3016,Accounting and Computer Science.,1,Undergraduate Certificate or Diploma,30161
3016,Accounting and Computer Science.,2,Associate's Degree,30162
1403,Agricultural Engineering.,8,Graduate/Professional Certificate,14038
1504,Electromechanical Instrumentation and Maintenance Technologies/Technicians.,5,Master's Degree,15045
3905,Religious/Sacred Music.,8,Graduate/Professional Certificate,39058
4999,"Transportation and Materials Moving, Other.",3,Bachelors Degree,49993
5132,Bioethics/Medical Ethics.,6,Doctoral Degree,51326
3801,Philosophy.,7,First Professional Degree,38017
5136,Movement and Mind-Body Therapies and Education.,2,Associate's Degree,51362
5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",8,Graduate/Professional Certificate,51398
5101,Chiropractic.,1,Undergraduate Certificate or Diploma,51011
5135,Somatic Bodywork and Related Therapeutic Services.,6,Doctoral Degree,51356
2801,"Air Force ROTC, Air Science and Operations.",3,Bachelors Degree,28013
5301,High School/Secondary Diploma Programs.,2,Associate's Degree,53012
2699,"Biological and Biomedical Sciences, Other.",4,Post-baccalaureate Certificate,26994
4199,"Science Technologies/Technicians, Other.",5,Master's Degree,41995
5201,"Business/Commerce, General.",7,First Professional Degree,52017
5125,Veterinary Biomedical and Clinical Sciences.,2,Associate's Degree,51252
3019,Nutrition Sciences.,4,Post-baccalaureate Certificate,30194
4499,"Public Administration and Social Service Professions, Other.",4,Post-baccalaureate Certificate,44994
904,Journalism.,6,Doctoral Degree,9046
2609,"Physiology, Pathology and Related Sciences.",4,Post-baccalaureate Certificate,26094
4100,"Science Technologies/Technicians, General.",2,Associate's Degree,41002
2607,Zoology/Animal Biology.,8,Graduate/Professional Certificate,26078
405,Interior Architecture.,8,Graduate/Professional Certificate,4058
499,"Architecture and Related Services, Other.",8,Graduate/Professional Certificate,4998
1001,Communications Technology/Technician.,8,Graduate/Professional Certificate,10018
1099,"Communications Technologies/Technicians and Support Services, Other.",5,Master's Degree,10995
2612,Biotechnology.,8,Graduate/Professional Certificate,26128
4004,Atmospheric Sciences and Meteorology.,8,Graduate/Professional Certificate,40048
4101,Biology Technician/Biotechnology Laboratory Technician.,6,Doctoral Degree,41016
5204,Business Operations Support and Assistant Services.,5,Master's Degree,52045
3006,Systems Science and Theory.,8,Graduate/Professional Certificate,30068
4808,Boilermaking/Boilermaker.,1,Undergraduate Certificate or Diploma,48081
4808,Boilermaking/Boilermaker.,2,Associate's Degree,48082
5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",1,Undergraduate Certificate or Diploma,51201
5126,Health Aides/Attendants/Orderlies.,2,Associate's Degree,51262
1401,"Engineering, General.",8,Graduate/Professional Certificate,14018
1436,Manufacturing Engineering.,1,Undergraduate Certificate or Diploma,14361
5132,Bioethics/Medical Ethics.,1,Undergraduate Certificate or Diploma,51321
2614,Molecular Medicine.,8,Graduate/Professional Certificate,26148
3027,Human Biology.,8,Graduate/Professional Certificate,30278
3031,Human Computer Interaction.,1,Undergraduate Certificate or Diploma,30311
3031,Human Computer Interaction.,8,Graduate/Professional Certificate,30318
1506,Industrial Production Technologies/Technicians.,6,Doctoral Degree,15066
2608,Genetics.,4,Post-baccalaureate Certificate,26084
5100,"Health Services/Allied Health/Health Sciences, General.",7,First Professional Degree,51007
2314,Literature.,8,Graduate/Professional Certificate,23148
3199,"Parks, Recreation, Leisure, and Fitness Studies, Other.",6,Doctoral Degree,31996
3011,Gerontology.,2,Associate's Degree,30112
3023,Intercultural/Multicultural and Diversity Studies.,2,Associate's Degree,30232
5208,Finance and Financial Management Services.,7,First Professional Degree,52087
1513,Drafting/Design Engineering Technologies/Technicians.,8,Graduate/Professional Certificate,15138
3014,Museology/Museum Studies.,2,Associate's Degree,30142
3014,Museology/Museum Studies.,3,Bachelors Degree,30143
2602,"Biochemistry, Biophysics and Molecular Biology.",2,Associate's Degree,26022
1438,Surveying Engineering.,2,Associate's Degree,14382
2703,Applied Mathematics.,2,Associate's Degree,27032
1403,Agricultural Engineering.,1,Undergraduate Certificate or Diploma,14031
110,Food Science and Technology.,8,Graduate/Professional Certificate,1108
1441,Electromechanical Engineering.,5,Master's Degree,14415
1441,Electromechanical Engineering.,6,Doctoral Degree,14416
1901,"Family and Consumer Sciences/Human Sciences, General.",8,Graduate/Professional Certificate,19018
3031,Human Computer Interaction.,6,Doctoral Degree,30316
1616,American Sign Language.,8,Graduate/Professional Certificate,16168
2399,"English Language and Literature/Letters, Other.",8,Graduate/Professional Certificate,23998
3701,Personal Awareness and Self-Improvement.,1,Undergraduate Certificate or Diploma,37011
5121,Podiatric Medicine/Podiatry.,3,Bachelors Degree,51213
5217,Insurance.,8,Graduate/Professional Certificate,52178
3401,Health-Related Knowledge and Skills.,5,Master's Degree,34015
2903,Military Applied Sciences.,3,Bachelors Degree,29033
1103,Data Processing.,8,Graduate/Professional Certificate,11038
5205,Business/Corporate Communications.,2,Associate's Degree,52052
499,"Architecture and Related Services, Other.",2,Associate's Degree,4992
5101,Chiropractic.,2,Associate's Degree,51012
5124,Veterinary Medicine.,2,Associate's Degree,51242
1435,Industrial Engineering.,1,Undergraduate Certificate or Diploma,14351
2200,Non-Professional General Legal Studies (Undergraduate).,7,First Professional Degree,22007
1904,Family and Consumer Economics and Related Studies.,8,Graduate/Professional Certificate,19048
1508,Mechanical Engineering Related Technologies/Technicians.,4,Post-baccalaureate Certificate,15084
3401,Health-Related Knowledge and Skills.,8,Graduate/Professional Certificate,34018
2607,Zoology/Animal Biology.,1,Undergraduate Certificate or Diploma,26071
1436,Manufacturing Engineering.,8,Graduate/Professional Certificate,14368
5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,6,Doctoral Degree,51106
1108,Computer Software and Media Applications.,4,Post-baccalaureate Certificate,11084
1414,Environmental/Environmental Health Engineering.,4,Post-baccalaureate Certificate,14144
1419,Mechanical Engineering.,4,Post-baccalaureate Certificate,14194
3013,Medieval and Renaissance Studies.,4,Post-baccalaureate Certificate,30134
4201,"Psychology, General.",4,Post-baccalaureate Certificate,42014
4211,Physiological Psychology/Psychobiology.,4,Post-baccalaureate Certificate,42114
4511,Sociology.,4,Post-baccalaureate Certificate,45114
5215,Real Estate.,4,Post-baccalaureate Certificate,52154
4103,Physical Science Technologies/Technicians.,5,Master's Degree,41035
5205,Business/Corporate Communications.,8,Graduate/Professional Certificate,52058
5299,"Business, Management, Marketing, and Related Support Services, Other.",7,First Professional Degree,52997
2803,"Army ROTC, Military Science and Operations.",3,Bachelors Degree,28033
5134,Alternative and Complementary Medical Support Services.,1,Undergraduate Certificate or Diploma,51341
4702,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",8,Graduate/Professional Certificate,47028
5204,Business Operations Support and Assistant Services.,4,Post-baccalaureate Certificate,52044
6001,Dental Residency Programs.,7,First Professional Degree,60017
108,Agricultural Public Services.,6,Doctoral Degree,1086
1399,"Education, Other.",7,First Professional Degree,13997
1403,Agricultural Engineering.,7,First Professional Degree,14037
1407,Chemical Engineering.,7,First Professional Degree,14077
1414,Environmental/Environmental Health Engineering.,7,First Professional Degree,14147
1425,Petroleum Engineering.,7,First Professional Degree,14257
1609,"Romance Languages, Literatures, and Linguistics.",7,First Professional Degree,16097
1901,"Family and Consumer Sciences/Human Sciences, General.",7,First Professional Degree,19017
2503,Library and Archives Assisting.,8,Graduate/Professional Certificate,25038
3020,International/Global Studies.,7,First Professional Degree,30207
4006,Geological and Earth Sciences/Geosciences.,7,First Professional Degree,40067
5005,Drama/Theatre Arts and Stagecraft.,7,First Professional Degree,50057
5009,Music.,7,First Professional Degree,50097
5124,Veterinary Medicine.,3,Bachelors Degree,51243
5219,"Specialized Sales, Merchandising and Marketing Operations.",7,First Professional Degree,52197
5220,Construction Management.,4,Post-baccalaureate Certificate,52204
5220,Construction Management.,7,First Professional Degree,52207
5401,History.,7,First Professional Degree,54017
1509,Mining and Petroleum Technologies/Technicians.,3,Bachelors Degree,15093
1906,Housing and Human Environments.,2,Associate's Degree,19062
909,"Public Relations, Advertising, and Applied Communication.",4,Post-baccalaureate Certificate,9094
1440,Paper Science and Engineering.,1,Undergraduate Certificate or Diploma,14401
1440,Paper Science and Engineering.,2,Associate's Degree,14402
1422,Naval Architecture and Marine Engineering.,1,Undergraduate Certificate or Diploma,14221
1422,Naval Architecture and Marine Engineering.,2,Associate's Degree,14222
3019,Nutrition Sciences.,2,Associate's Degree,30192
106,Applied Horticulture and Horticultural Business Services.,6,Doctoral Degree,1066
110,Food Science and Technology.,4,Post-baccalaureate Certificate,1104
1099,"Communications Technologies/Technicians and Support Services, Other.",8,Graduate/Professional Certificate,10998
1438,Surveying Engineering.,4,Post-baccalaureate Certificate,14384
1438,Surveying Engineering.,5,Master's Degree,14385
1438,Surveying Engineering.,6,Doctoral Degree,14386
1438,Surveying Engineering.,8,Graduate/Professional Certificate,14388
1508,Mechanical Engineering Related Technologies/Technicians.,8,Graduate/Professional Certificate,15088
3401,Health-Related Knowledge and Skills.,3,Bachelors Degree,34013
5137,Energy and Biologically Based Therapies.,1,Undergraduate Certificate or Diploma,51371
1418,Materials Engineering,2,Associate's Degree,14182
4405,Public Policy Analysis.,4,Post-baccalaureate Certificate,44054
2902,"Intelligence, Command Control and Information Operations.",3,Bachelors Degree,29023
5001,"Visual and Performing Arts, General.",8,Graduate/Professional Certificate,50018
5002,"Crafts/Craft Design, Folk Art and Artisanry.",8,Graduate/Professional Certificate,50028
5216,Taxation.,7,First Professional Degree,52167
3899,"Philosophy and Religious Studies, Other.",1,Undergraduate Certificate or Diploma,38991
1104,Information Science/Studies.,4,Post-baccalaureate Certificate,11044
1999,"Family and Consumer Sciences/Human Sciences, Other.",5,Master's Degree,19995
1427,Systems Engineering.,4,Post-baccalaureate Certificate,14274
1516,Nanotechnology.,6,Doctoral Degree,15166
1516,Nanotechnology.,8,Graduate/Professional Certificate,15168
4509,International Relations and National Security Studies.,4,Post-baccalaureate Certificate,45094
5132,Bioethics/Medical Ethics.,4,Post-baccalaureate Certificate,51324
100,"Agriculture, General.",8,Graduate/Professional Certificate,1008
1401,"Engineering, General.",4,Post-baccalaureate Certificate,14014
4999,"Transportation and Materials Moving, Other.",6,Doctoral Degree,49996
5131,Dietetics and Clinical Nutrition Services.,7,First Professional Degree,51317
5133,Alternative and Complementary Medicine and Medical Systems.,4,Post-baccalaureate Certificate,51334
5134,Alternative and Complementary Medical Support Services.,5,Master's Degree,51345
5134,Alternative and Complementary Medical Support Services.,8,Graduate/Professional Certificate,51348
5137,Energy and Biologically Based Therapies.,5,Master's Degree,51375
5137,Energy and Biologically Based Therapies.,8,Graduate/Professional Certificate,51378
5123,Rehabilitation and Therapeutic Professions.,4,Post-baccalaureate Certificate,51234
5216,Taxation.,4,Post-baccalaureate Certificate,52164
1205,Culinary Arts and Related Services.,5,Master's Degree,12055
1306,"Educational Assessment, Evaluation, and Research.",1,Undergraduate Certificate or Diploma,13061
2610,Pharmacology and Toxicology.,1,Undergraduate Certificate or Diploma,26101
4206,Counseling Psychology.,3,Bachelors Degree,42063
5005,Drama/Theatre Arts and Stagecraft.,4,Post-baccalaureate Certificate,50054
1438,Surveying Engineering.,1,Undergraduate Certificate or Diploma,14381
2799,"Mathematics and Statistics, Other.",2,Associate's Degree,27992
5136,Movement and Mind-Body Therapies and Education.,3,Bachelors Degree,51363
2701,Mathematics.,4,Post-baccalaureate Certificate,27014
408,Architectural History and Criticism.,6,Doctoral Degree,4086
1602,"African Languages, Literatures, and Linguistics.",3,Bachelors Degree,16023
1606,Modern Greek Language and Literature.,5,Master's Degree,16065
1606,Modern Greek Language and Literature.,6,Doctoral Degree,16066
1613,"Celtic Languages, Literatures, and Linguistics.",5,Master's Degree,16135
1613,"Celtic Languages, Literatures, and Linguistics.",6,Doctoral Degree,16136
3802,Religion/Religious Studies.,4,Post-baccalaureate Certificate,38024
3802,Religion/Religious Studies.,7,First Professional Degree,38027
3905,Religious/Sacred Music.,7,First Professional Degree,39057
1003,Graphic Communications.,4,Post-baccalaureate Certificate,10034
1432,Polymer/Plastics Engineering.,8,Graduate/Professional Certificate,14328
1506,Industrial Production Technologies/Technicians.,8,Graduate/Professional Certificate,15068
1445,Biological/Biosystems Engineering.,8,Graduate/Professional Certificate,14458
3008,Mathematics and Computer Science.,8,Graduate/Professional Certificate,30088
3032,Marine Sciences.,1,Undergraduate Certificate or Diploma,30321
4010,Materials Sciences.,1,Undergraduate Certificate or Diploma,40101
5301,High School/Secondary Diploma Programs.,3,Bachelors Degree,53013
2611,"Biomathematics, Bioinformatics, and Computational Biology.",2,Associate's Degree,26112
5134,Alternative and Complementary Medical Support Services.,2,Associate's Degree,51342
3021,Holocaust and Related Studies.,4,Post-baccalaureate Certificate,30214
3021,Holocaust and Related Studies.,8,Graduate/Professional Certificate,30218
1404,Architectural Engineering.,2,Associate's Degree,14042
2602,"Biochemistry, Biophysics and Molecular Biology.",4,Post-baccalaureate Certificate,26024
3015,"Science, Technology and Society.",2,Associate's Degree,30152
4299,"Psychology, Other.",7,First Professional Degree,42997
4506,Economics.,7,First Professional Degree,45067
5216,Taxation.,3,Bachelors Degree,52163
1500,"Engineering Technology, General.",8,Graduate/Professional Certificate,15008
1441,Electromechanical Engineering.,3,Bachelors Degree,14413
301,Natural Resources Conservation and Research.,4,Post-baccalaureate Certificate,3014
1442,"Mechatronics, Robotics, and Automation Engineering.",6,Doctoral Degree,14426
1442,"Mechatronics, Robotics, and Automation Engineering.",8,Graduate/Professional Certificate,14428
3899,"Philosophy and Religious Studies, Other.",2,Associate's Degree,38992
1102,Computer Programming.,4,Post-baccalaureate Certificate,11024
3005,Peace Studies and Conflict Resolution.,2,Associate's Degree,30052
1606,Modern Greek Language and Literature.,1,Undergraduate Certificate or Diploma,16061
1500,"Engineering Technology, General.",6,Doctoral Degree,15006
1433,Construction Engineering.,1,Undergraduate Certificate or Diploma,14331
4703,Heavy/Industrial Equipment Maintenance Technologies.,3,Bachelors Degree,47033
3032,Marine Sciences.,2,Associate's Degree,30322
1412,Engineering Physics.,2,Associate's Degree,14122
1001,Communications Technology/Technician.,5,Master's Degree,10015
5301,High School/Secondary Diploma Programs.,5,Master's Degree,53015
4227,Research and Experimental Psychology.,1,Undergraduate Certificate or Diploma,42271
1199,"Computer and Information Sciences and Support Services, Other.",4,Post-baccalaureate Certificate,11994
1413,Engineering Science.,8,Graduate/Professional Certificate,14138
1422,Naval Architecture and Marine Engineering.,5,Master's Degree,14225
1422,Naval Architecture and Marine Engineering.,6,Doctoral Degree,14226
3006,Systems Science and Theory.,4,Post-baccalaureate Certificate,30064
3015,"Science, Technology and Society.",4,Post-baccalaureate Certificate,30154
1902,Family and Consumer Sciences/Human Sciences Business Services.,6,Doctoral Degree,19026
1441,Electromechanical Engineering.,1,Undergraduate Certificate or Diploma,14411
1441,Electromechanical Engineering.,8,Graduate/Professional Certificate,14418
1504,Electromechanical Instrumentation and Maintenance Technologies/Technicians.,8,Graduate/Professional Certificate,15048
1508,Mechanical Engineering Related Technologies/Technicians.,6,Doctoral Degree,15086
1512,Computer Engineering Technologies/Technicians.,6,Doctoral Degree,15126
5206,Business/Managerial Economics.,2,Associate's Degree,52062
1444,Engineering Chemistry.,3,Bachelors Degree,14443
1900,Work and Family Studies.,3,Bachelors Degree,19003
3201,Basic Skills and Developmental/Remedial Education.,3,Bachelors Degree,32013
4102,Nuclear and Industrial Radiologic Technologies/Technicians.,3,Bachelors Degree,41023
1440,Paper Science and Engineering.,3,Bachelors Degree,14403
499,"Architecture and Related Services, Other.",4,Post-baccalaureate Certificate,4994
999,"Communication, Journalism, and Related Programs, Other.",4,Post-baccalaureate Certificate,9994
1306,"Educational Assessment, Evaluation, and Research.",4,Post-baccalaureate Certificate,13064
1315,Teaching Assistants/Aides.,8,Graduate/Professional Certificate,13158
1999,"Family and Consumer Sciences/Human Sciences, Other.",6,Doctoral Degree,19996
2611,"Biomathematics, Bioinformatics, and Computational Biology.",7,First Professional Degree,26117
5105,Advanced/Graduate Dentistry and Oral Sciences.,4,Post-baccalaureate Certificate,51054
5114,Medical Clinical Sciences/Graduate Medical Studies.,7,First Professional Degree,51147
5125,Veterinary Biomedical and Clinical Sciences.,4,Post-baccalaureate Certificate,51254
6004,Medical Residency Programs - General Certificates.,5,Master's Degree,60045
910,Publishing.,1,Undergraduate Certificate or Diploma,9101
3027,Human Biology.,1,Undergraduate Certificate or Diploma,30271
4513,Sociology and Anthropology.,5,Master's Degree,45135
1616,American Sign Language.,4,Post-baccalaureate Certificate,16164
2999,"Military Technologies and Applied Sciences, Other.",3,Bachelors Degree,29993
4101,Biology Technician/Biotechnology Laboratory Technician.,5,Master's Degree,41015
1502,Civil Engineering Technologies/Technicians.,5,Master's Degree,15025
1900,Work and Family Studies.,1,Undergraduate Certificate or Diploma,19001
4227,Research and Experimental Psychology.,2,Associate's Degree,42272
1612,"Classics and Classical Languages, Literatures, and Linguistics.",2,Associate's Degree,16122
4004,Atmospheric Sciences and Meteorology.,2,Associate's Degree,40042
5112,Medicine.,2,Associate's Degree,51122
5107,Health and Medical Administrative Services.,7,First Professional Degree,51077
5117,Optometry.,2,Associate's Degree,51172
108,Agricultural Public Services.,2,Associate's Degree,1082
5206,Business/Managerial Economics.,4,Post-baccalaureate Certificate,52064
5119,Osteopathic Medicine/Osteopathy.,5,Master's Degree,51195
3008,Mathematics and Computer Science.,2,Associate's Degree,30082
5125,Veterinary Biomedical and Clinical Sciences.,1,Undergraduate Certificate or Diploma,51251
1103,Data Processing.,5,Master's Degree,11035
1406,Ceramic Sciences and Engineering.,3,Bachelors Degree,14063
1406,Ceramic Sciences and Engineering.,5,Master's Degree,14065
1406,Ceramic Sciences and Engineering.,6,Doctoral Degree,14066
1411,Engineering Mechanics.,8,Graduate/Professional Certificate,14118
1421,Mining and Mineral Engineering.,1,Undergraduate Certificate or Diploma,14211
3006,Systems Science and Theory.,1,Undergraduate Certificate or Diploma,30061
3016,Accounting and Computer Science.,8,Graduate/Professional Certificate,30168
5117,Optometry.,3,Bachelors Degree,51173
3201,Basic Skills and Developmental/Remedial Education.,2,Associate's Degree,32012
404,Environmental Design.,1,Undergraduate Certificate or Diploma,4041
2806,Security Policy and Strategy.,5,Master's Degree,28065
1433,Construction Engineering.,8,Graduate/Professional Certificate,14338
5136,Movement and Mind-Body Therapies and Education.,6,Doctoral Degree,51366
4513,Sociology and Anthropology.,1,Undergraduate Certificate or Diploma,45131
399,"Natural Resources and Conservation, Other.",8,Graduate/Professional Certificate,3998
4199,"Science Technologies/Technicians, Other.",4,Post-baccalaureate Certificate,41994
4513,Sociology and Anthropology.,2,Associate's Degree,45132
1105,Computer Systems Analysis.,4,Post-baccalaureate Certificate,11054
5106,Dental Support Services and Allied Professions.,4,Post-baccalaureate Certificate,51064
102,Agricultural Mechanization.,5,Master's Degree,1025
1315,Teaching Assistants/Aides.,6,Doctoral Degree,13156
4102,Nuclear and Industrial Radiologic Technologies/Technicians.,8,Graduate/Professional Certificate,41028
3021,Holocaust and Related Studies.,3,Bachelors Degree,30213
4001,Physical Sciences.,8,Graduate/Professional Certificate,40018
3008,Mathematics and Computer Science.,1,Undergraduate Certificate or Diploma,30081
1306,"Educational Assessment, Evaluation, and Research.",7,First Professional Degree,13067
5132,Bioethics/Medical Ethics.,7,First Professional Degree,51327
2610,Pharmacology and Toxicology.,7,First Professional Degree,26107
4399,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",6,Doctoral Degree,43996
3021,Holocaust and Related Studies.,5,Master's Degree,30215
1609,"Romance Languages, Literatures, and Linguistics.",4,Post-baccalaureate Certificate,16094
3701,Personal Awareness and Self-Improvement.,5,Master's Degree,37015
4405,Public Policy Analysis.,2,Associate's Degree,44052
1514,Nuclear Engineering Technologies/Technicians.,5,Master's Degree,15145
1414,Environmental/Environmental Health Engineering.,2,Associate's Degree,14142
2314,Literature.,1,Undergraduate Certificate or Diploma,23141
1303,Curriculum and Instruction.,2,Associate's Degree,13032
4010,Materials Sciences.,2,Associate's Degree,40102
3001,Biological and Physical Sciences.,4,Post-baccalaureate Certificate,30014
1432,Polymer/Plastics Engineering.,1,Undergraduate Certificate or Diploma,14321
1420,Metallurgical Engineering.,8,Graduate/Professional Certificate,14208
3033,Sustainability Studies.,6,Doctoral Degree,30336
4099,"Physical Sciences, Other.",8,Graduate/Professional Certificate,40998
1309,Social and Philosophical Foundations of Education.,1,Undergraduate Certificate or Diploma,13091
3010,Biopsychology.,5,Master's Degree,30105
3010,Biopsychology.,6,Doctoral Degree,30106
4999,"Transportation and Materials Moving, Other.",2,Associate's Degree,49992
1411,Engineering Mechanics.,2,Associate's Degree,14112
5299,"Business, Management, Marketing, and Related Support Services, Other.",4,Post-baccalaureate Certificate,52994
5010,"Arts, Entertainment,and Media Management.",4,Post-baccalaureate Certificate,50104
4203,Cognitive Psychology and Psycholinguistics.,2,Associate's Degree,42032
4512,Urban Studies/Affairs.,2,Associate's Degree,45122
1001,Communications Technology/Technician.,6,Doctoral Degree,10016
1307,International and Comparative Education.,6,Doctoral Degree,13076
2799,"Mathematics and Statistics, Other.",8,Graduate/Professional Certificate,27998
4999,"Transportation and Materials Moving, Other.",5,Master's Degree,49995
4999,"Transportation and Materials Moving, Other.",8,Graduate/Professional Certificate,49998
5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",6,Doctoral Degree,51396
5218,"General Sales, Merchandising and Related Marketing Operations.",6,Doctoral Degree,52186
5121,Podiatric Medicine/Podiatry.,8,Graduate/Professional Certificate,51218
499,"Architecture and Related Services, Other.",6,Doctoral Degree,4996
4299,"Psychology, Other.",4,Post-baccalaureate Certificate,42994
4807,Woodworking.,5,Master's Degree,48075
4699,"Construction Trades, Other.",3,Bachelors Degree,46993
199,"Agriculture, Agriculture Operations, and Related Sciences, Other.",8,Graduate/Professional Certificate,1998
1433,Construction Engineering.,6,Doctoral Degree,14336
1505,Environmental Control Technologies/Technicians.,6,Doctoral Degree,15056
5137,Energy and Biologically Based Therapies.,3,Bachelors Degree,51373
5118,Ophthalmic and Optometric Support Services and Allied Professions.,5,Master's Degree,51185
5118,Ophthalmic and Optometric Support Services and Allied Professions.,6,Doctoral Degree,51186
3029,Maritime Studies.,5,Master's Degree,30295
1109,Computer Systems Networking and Telecommunications.,4,Post-baccalaureate Certificate,11094
2599,"Library Science, Other.",4,Post-baccalaureate Certificate,25994
3005,Peace Studies and Conflict Resolution.,4,Post-baccalaureate Certificate,30054
3028,Dispute Resolution.,4,Post-baccalaureate Certificate,30284
3010,Biopsychology.,2,Associate's Degree,30102
2604,Cell/Cellular Biology and Anatomical Sciences.,7,First Professional Degree,26047
2605,Microbiological Sciences and Immunology.,7,First Professional Degree,26057
2607,Zoology/Animal Biology.,7,First Professional Degree,26077
1516,Nanotechnology.,3,Bachelors Degree,15163
2805,Military Science and Operational Studies.,3,Bachelors Degree,28053
4100,"Science Technologies/Technicians, General.",3,Bachelors Degree,41003
3301,Citizenship Activities.,1,Undergraduate Certificate or Diploma,33011
399,"Natural Resources and Conservation, Other.",4,Post-baccalaureate Certificate,3994
1405,Biomedical/Medical Engineering.,4,Post-baccalaureate Certificate,14054
2604,Cell/Cellular Biology and Anatomical Sciences.,4,Post-baccalaureate Certificate,26044
3801,Philosophy.,4,Post-baccalaureate Certificate,38014
4227,Research and Experimental Psychology.,4,Post-baccalaureate Certificate,42274
5207,Entrepreneurial and Small Business Operations.,7,First Professional Degree,52077
3701,Personal Awareness and Self-Improvement.,4,Post-baccalaureate Certificate,37014
